ID,Cidade,Estado,Sigla,IBGE,Latitude,Longitude
1406,CORONEL MACEDO,SÃO PAULO,SP,3512605,-23.632000,-49.326850
1407,CORONEL MARTINS,SANTA CATARINA,SC,4204459,-26.512472,-52.668176
1408,CORONEL MURTA,MINAS GERAIS,MG,3119500,-16.616503,-42.184807
1409,CORONEL PACHECO,MINAS GERAIS,MG,3119609,-21.587886,-43.261597
1410,CORONEL PILAR,RIO GRANDE DO SUL,RS,4305934,-29.258312,-51.700244
1411,CORONEL SAPUCAIA,MATO GROSSO DO SUL,MS,5003157,-23.271860,-55.528817
1412,CORONEL VIVIDA,PARANÁ,PR,4106506,-25.980377,-52.565428
1413,CORONEL XAVIER CHAVES,MINAS GERAIS,MG,3119708,-21.023448,-44.223311
1414,CÓRREGO DANTA,MINAS GERAIS,MG,3119807,-19.823889,-45.904167
1415,CÓRREGO DO BOM JESUS,MINAS GERAIS,MG,3119906,-22.626157,-45.990999
1416,CÓRREGO DO OURO,GOIÁS,GO,5205703,-13.283184,-50.198711
1417,CÓRREGO FUNDO,MINAS GERAIS,MG,3119955,-17.151657,-43.773915
1418,CÓRREGO NOVO,MINAS GERAIS,MG,3120003,-16.890153,-40.894434
1419,CORREIA PINTO,SANTA CATARINA,SC,4204558,-27.587688,-50.361448
1420,CORRENTE,PIAUÍ,PI,2202901,-10.437213,-45.163337
1421,CORRENTES,PERNAMBUCO,PE,2604700,-9.129558,-36.328744
1422,CORRENTINA,BAHIA,BA,2909307,-13.344157,-44.634507
1423,CORTÊS,PERNAMBUCO,PE,2604809,-8.472492,-35.543120
1424,CORUMBÁ,MATO GROSSO DO SUL,MS,5003207,-19.001636,-57.653432
1425,CORUMBÁ DE GOIÁS,GOIÁS,GO,5205802,-15.926835,-48.807466
1426,CORUMBAÍBA,GOIÁS,GO,5205901,-18.134898,-48.564223
1427,CORUMBATAÍ,SÃO PAULO,SP,3512704,-22.221052,-47.624964
1428,CORUMBATAÍ DO SUL,PARANÁ,PR,4106555,-24.100956,-52.117660
1429,CORUMBIARA,RONDÔNIA,RO,1100072,-12.997767,-60.945501
1430,CORUPÁ,SANTA CATARINA,SC,4204509,-26.424640,-49.245968
1431,CORURIPE,ALAGOAS,AL,2702306,-10.124996,-36.176062
1432,COSMÓPOLIS,SÃO PAULO,SP,3512803,-22.643740,-47.197209
1433,COSMORAMA,SÃO PAULO,SP,3512902,-20.475472,-49.782747
1434,COSTA MARQUES,RONDÔNIA,RO,1100080,-12.436716,-64.227976
1435,COSTA RICA,MATO GROSSO DO SUL,MS,5003256,-18.348193,-53.307008
1436,COTEGIPE,BAHIA,BA,2909406,-12.031539,-44.260401
1437,COTIA,SÃO PAULO,SP,3513009,-23.603889,-46.918889
1438,COTIPORÃ,RIO GRANDE DO SUL,RS,4305959,-28.995072,-51.696359
1439,COTRIGUAÇU,MATO GROSSO,MT,5103379,-9.903473,-58.565881
1440,COUTO DE MAGALHÃES DE MINAS,MINAS GERAIS,MG,3120102,-18.073016,-43.471863
1441,COUTO MAGALHÃES,TOCANTINS,TO,1706001,-8.360583,-49.177395
1442,COXILHA,RIO GRANDE DO SUL,RS,4305975,-28.125444,-52.297990
1443,COXIM,MATO GROSSO DO SUL,MS,5003306,-18.504915,-54.745025
1444,COXIXOLA,PARAÍBA,PB,2504850,-7.627291,-36.606013
1445,CRAÍBAS,ALAGOAS,AL,2702355,-9.616804,-36.768467
1446,CRATEÚS,CEARÁ,CE,2304103,-5.180911,-40.670684
1447,CRATO,CEARÁ,CE,2304202,-7.236911,-39.414924
1448,CRAVINHOS,SÃO PAULO,SP,3513108,-21.340278,-47.729444
1449,CRAVOLÂNDIA,BAHIA,BA,2909505,-13.357625,-39.815395
1450,CRICIÚMA,SANTA CATARINA,SC,4204608,-28.678994,-49.369563
1451,CRISÓLITA,MINAS GERAIS,MG,3120151,-17.239166,-40.913244
1452,CRISÓPOLIS,BAHIA,BA,2909604,-11.510581,-38.150628
1453,CRISSIUMAL,RIO GRANDE DO SUL,RS,4306007,-27.498224,-54.102464
1454,CRISTAIS,MINAS GERAIS,MG,3120201,-20.875834,-45.518611
1455,CRISTAIS PAULISTA,SÃO PAULO,SP,3513207,-20.366684,-47.401448
1456,CRISTAL,RIO GRANDE DO SUL,RS,4306056,-30.089507,-51.239476
1457,CRISTAL DO SUL,RIO GRANDE DO SUL,RS,4306072,-27.454386,-53.248297
1458,CRISTALÂNDIA,TOCANTINS,TO,1706100,-10.598480,-49.194202
1459,CRISTALÂNDIA DO PIAUÍ,PIAUÍ,PI,2203008,-10.649501,-45.186381
1460,CRISTÁLIA,MINAS GERAIS,MG,3120300,-16.717993,-42.864811
1461,CRISTALINA,GOIÁS,GO,5206206,-16.767608,-47.613128
1462,CRISTIANO OTONI,MINAS GERAIS,MG,3120409,-20.832223,-43.805556
1463,CRISTIANÓPOLIS,GOIÁS,GO,5206305,-17.201089,-48.706005
1464,CRISTINA,MINAS GERAIS,MG,3120508,-22.212222,-45.264167
1465,CRISTINÁPOLIS,SERGIPE,SE,2801702,-11.475512,-37.756026
1466,CRISTINO CASTRO,PIAUÍ,PI,2203107,-8.816730,-44.221481
1467,CRISTÓPOLIS,BAHIA,BA,2909703,-12.234930,-44.416081
1468,CRIXÁS,GOIÁS,GO,5206404,-14.542454,-49.969481
1469,CRIXÁS DO TOCANTINS,TOCANTINS,TO,1706258,-11.103940,-48.918827
1470,CROATÁ,CEARÁ,CE,2304236,-4.415024,-40.903484
1471,CROMÍNIA,GOIÁS,GO,5206503,-17.289198,-49.374965
1472,CRUCILÂNDIA,MINAS GERAIS,MG,3120607,-20.398565,-44.342927
1473,CRUZ,CEARÁ,CE,2304251,-2.918128,-40.175981
1474,CRUZ ALTA,RIO GRANDE DO SUL,RS,4306106,-28.645163,-53.605755
1475,CRUZ DAS ALMAS,BAHIA,BA,2909802,-12.672265,-39.105366
1476,CRUZ DO ESPÍRITO SANTO,PARAÍBA,PB,2504900,-7.139022,-35.085721
1477,CRUZ MACHADO,PARANÁ,PR,4106803,-26.018463,-51.350317
1478,CRUZÁLIA,SÃO PAULO,SP,3513306,-22.743444,-50.791104
1479,CRUZALTENSE,RIO GRANDE DO SUL,RS,4306130,-27.667261,-52.648029
1480,CRUZEIRO,SÃO PAULO,SP,3513405,-22.561735,-45.017867
1481,CRUZEIRO DA FORTALEZA,MINAS GERAIS,MG,3120706,-18.946187,-46.673800
1482,CRUZEIRO DO IGUAÇU,PARANÁ,PR,4106571,-25.614228,-53.129907
1483,CRUZEIRO DO OESTE,PARANÁ,PR,4106605,-23.783958,-53.070942
1484,CRUZEIRO DO SUL,ACRE,AC,1200203,-7.630796,-72.670387
1485,CRUZEIRO DO SUL,PARANÁ,PR,4106704,-22.962368,-52.162569
1486,CRUZEIRO DO SUL,RIO GRANDE DO SUL,RS,4306205,-29.552716,-52.035042
1487,CRUZETA,RIO GRANDE DO NORTE,RN,2403004,-6.411334,-36.787296
1488,CRUZÍLIA,MINAS GERAIS,MG,3120805,-21.838333,-44.808056
1489,CRUZMALTINA,PARANÁ,PR,4106852,-23.993083,-51.443558
1490,CUBATÃO,SÃO PAULO,SP,3513504,-23.885798,-46.424187
1491,CUBATI,PARAÍBA,PB,2505006,-6.864797,-36.352599
1492,CUIABÁ,MATO GROSSO,MT,5103403,-15.598669,-56.099130
1493,CUITÉ,PARAÍBA,PB,2505105,-6.485507,-36.147861
1494,CUITÉ DE MAMANGUAPE,PARAÍBA,PB,2505238,-6.900808,-35.255261
1495,CUITEGI,PARAÍBA,PB,2505204,-6.896278,-35.522885
1496,CUJUBIM,RONDÔNIA,RO,1100940,-9.368792,-62.583211
1497,CUMARI,GOIÁS,GO,5206602,-18.264437,-48.151134
1498,CUMARU,PERNAMBUCO,PE,2604908,-8.006528,-35.699165
1499,CUMARU DO NORTE,PARÁ,PA,1502764,-8.511573,-51.371129
1500,CUMBE,SERGIPE,SE,2801900,-10.355246,-37.182879
1501,CUNHA,SÃO PAULO,SP,3513603,-23.077530,-44.956744
1502,CUNHA PORÃ,SANTA CATARINA,SC,4204707,-26.892716,-53.171652
1503,CUNHATAÍ,SANTA CATARINA,SC,4204756,-26.973501,-53.091401
1504,CUPARAQUE,MINAS GERAIS,MG,3120839,-18.969700,-41.098600
1505,CUPIRA,PERNAMBUCO,PE,2605004,-8.605315,-35.953037
1506,CURAÇÁ,BAHIA,BA,2909901,-8.992565,-39.905317
1507,CURIMATÁ,PIAUÍ,PI,2203206,-10.032418,-44.300221
1508,CURIONÓPOLIS,PARÁ,PA,1502772,-6.099044,-49.605904
1509,CURITIBA,PARANÁ,PR,4106902,-25.429596,-49.271272
1510,CURITIBANOS,SANTA CATARINA,SC,4204806,-27.291777,-50.577024
1511,CURIÚVA,PARANÁ,PR,4107009,-24.038301,-50.455484
1512,CURRAIS,PIAUÍ,PI,2203230,-9.011755,-44.406194
1513,CURRAIS NOVOS,RIO GRANDE DO NORTE,RN,2403103,-6.262668,-36.517304
1514,CURRAL DE CIMA,PARAÍBA,PB,2505279,-6.731604,-35.284002
1515,CURRAL DE DENTRO,MINAS GERAIS,MG,3120870,-15.933266,-41.856890
1516,CURRAL NOVO DO PIAUÍ,PIAUÍ,PI,2203271,-7.832086,-40.900964
1517,CURRAL VELHO,PARAÍBA,PB,2505303,-7.537647,-38.197912
1518,CURRALINHO,PARÁ,PA,1502806,-1.813788,-49.798016
1519,CURRALINHOS,PIAUÍ,PI,2203255,-5.619040,-42.828002
1520,CURUÁ,PARÁ,PA,1502855,-1.887754,-55.116842
1521,CURUÇÁ,PARÁ,PA,1502905,-0.727679,-47.856568
1522,CURURUPU,MARANHÃO,MA,2103703,-1.824255,-44.872996
1523,CURVELÂNDIA,MATO GROSSO,MT,5103437,-15.610863,-57.918892
1524,CURVELO,MINAS GERAIS,MG,3120904,-18.757193,-44.430599
1525,CUSTÓDIA,PERNAMBUCO,PE,2605103,-8.086143,-37.640187
1526,CUTIAS,AMAPÁ,AP,1600212,1.067500,-50.327466
1527,DAMIANÓPOLIS,GOIÁS,GO,5206701,-14.560381,-46.178024
1528,DAMIÃO,PARAÍBA,PB,2505352,-6.632163,-35.904926
1529,DAMOLÂNDIA,GOIÁS,GO,5206800,-16.253867,-49.360931
1530,DARCINÓPOLIS,TOCANTINS,TO,1706506,-6.708596,-47.752428
1531,DÁRIO MEIRA,BAHIA,BA,2910008,-14.433218,-39.902871
1532,DATAS,MINAS GERAIS,MG,3121001,-18.445919,-43.658429
1533,DAVID CANABARRO,RIO GRANDE DO SUL,RS,4306304,-28.414284,-51.810479
1534,DAVINÓPOLIS,MARANHÃO,MA,2103752,-5.526577,-47.394222
1535,DAVINÓPOLIS,GOIÁS,GO,5206909,-15.954496,-50.126867
1536,DELFIM MOREIRA,MINAS GERAIS,MG,3121100,-22.511441,-45.261410
1537,DELFINÓPOLIS,MINAS GERAIS,MG,3121209,-20.344166,-46.853889
1538,DELMIRO GOUVEIA,ALAGOAS,AL,2702405,-9.385336,-37.998676
1539,DELTA,MINAS GERAIS,MG,3121258,-19.976900,-47.771100
1540,DEMERVAL LOBÃO,PIAUÍ,PI,2203305,-5.364187,-42.672228
1541,DENISE,MATO GROSSO,MT,5103452,-14.725273,-57.048030
1542,DEODÁPOLIS,MATO GROSSO DO SUL,MS,5003454,-22.276272,-54.168163
1543,DEPUTADO IRAPUAN PINHEIRO,CEARÁ,CE,2304269,-5.917353,-39.267210
1544,DERRUBADAS,RIO GRANDE DO SUL,RS,4306320,-27.265165,-53.863158
1545,DESCALVADO,SÃO PAULO,SP,3513702,-21.909040,-47.620324
1546,DESCANSO,SANTA CATARINA,SC,4204905,-26.824685,-53.501759
1547,DESCOBERTO,MINAS GERAIS,MG,3121308,-21.459444,-42.967223
1548,DESTERRO,PARAÍBA,PB,2505402,-7.288969,-37.088076
1549,DESTERRO DE ENTRE RIOS,MINAS GERAIS,MG,3121407,-20.660000,-44.332223
1550,DESTERRO DO MELO,MINAS GERAIS,MG,3121506,-21.147615,-43.520369
1551,DEZESSEIS DE NOVEMBRO,RIO GRANDE DO SUL,RS,4306353,-28.198769,-55.081205
1552,DIADEMA,SÃO PAULO,SP,3513801,-23.681347,-46.620520
1553,DIAMANTE,PARAÍBA,PB,2505600,-7.426183,-38.264688
1554,DIAMANTE DO NORTE,PARANÁ,PR,4107108,-22.656544,-52.858911
1555,DIAMANTE DO SUL,PARANÁ,PR,4107124,-25.043615,-52.680092
1556,DIAMANTE D'OESTE,PARANÁ,PR,4107157,-24.944699,-54.102859
1557,DIAMANTINA,MINAS GERAIS,MG,3121605,-18.244086,-43.600649
1558,DIAMANTINO,MATO GROSSO,MT,5103502,-14.403626,-56.436449
1559,DIANÓPOLIS,TOCANTINS,TO,1707009,-11.624008,-46.819787
1560,DIAS D'ÁVILA,BAHIA,BA,2910057,-12.610723,-38.302852
1561,DILERMANDO DE AGUIAR,RIO GRANDE DO SUL,RS,4306379,-29.809903,-54.113233
1562,DIOGO DE VASCONCELOS,MINAS GERAIS,MG,3121704,-20.486872,-43.198464
1563,DIONÍSIO,MINAS GERAIS,MG,3121803,-19.841944,-42.776945
1564,DIONÍSIO CERQUEIRA,SANTA CATARINA,SC,4205001,-26.260468,-53.634638
1565,DIORAMA,GOIÁS,GO,5207105,-16.236029,-51.258807
1566,DIRCE REIS,SÃO PAULO,SP,3513850,-20.441500,-50.627966
1567,DIRCEU ARCOVERDE,PIAUÍ,PI,2203354,-9.340572,-42.438139
1568,DIVINA PASTORA,SERGIPE,SE,2802007,-10.678323,-37.148273
1569,DIVINÉSIA,MINAS GERAIS,MG,3121902,-20.990277,-43.003889
1570,DIVINO,MINAS GERAIS,MG,3122009,-20.615150,-42.147473
1571,DIVINO DAS LARANJEIRAS,MINAS GERAIS,MG,3122108,-18.777500,-41.479167
1572,DIVINO DE SÃO LOURENÇO,ESPÍRITO SANTO,ES,3201803,-20.620244,-41.683834
1573,DIVINOLÂNDIA,SÃO PAULO,SP,3513900,-21.660458,-46.737115
1574,DIVINOLÂNDIA DE MINAS,MINAS GERAIS,MG,3122207,-18.802145,-42.615379
1575,DIVINÓPOLIS,MINAS GERAIS,MG,3122306,-20.143456,-44.891250
1576,DIVINÓPOLIS DE GOIÁS,GOIÁS,GO,5208301,-13.290591,-46.395074
1577,DIVINÓPOLIS DO TOCANTINS,TOCANTINS,TO,1707108,-9.801572,-49.214353
1578,DIVISA ALEGRE,MINAS GERAIS,MG,3122355,-15.720775,-41.344281
1579,DIVISA NOVA,MINAS GERAIS,MG,3122405,-21.512680,-46.192663
1580,DIVISÓPOLIS,MINAS GERAIS,MG,3122454,-15.723041,-41.002522
1581,DOBRADA,SÃO PAULO,SP,3514007,-21.518090,-48.393890
1582,DOIS CÓRREGOS,SÃO PAULO,SP,3514106,-22.442500,-48.333375
1583,DOIS IRMÃOS,RIO GRANDE DO SUL,RS,4306403,-29.583560,-51.089776
1584,DOIS IRMÃOS DAS MISSÕES,RIO GRANDE DO SUL,RS,4306429,-27.678527,-53.489169
1585,DOIS IRMÃOS DO BURITI,MATO GROSSO DO SUL,MS,5003488,-20.758994,-55.327600
1586,DOIS IRMÃOS DO TOCANTINS,TOCANTINS,TO,1707207,-9.253990,-49.066556
1587,DOIS LAJEADOS,RIO GRANDE DO SUL,RS,4306452,-28.972051,-51.839892
1588,DOIS RIACHOS,ALAGOAS,AL,2702504,-9.382000,-37.069042
1589,DOIS VIZINHOS,PARANÁ,PR,4107207,-25.746468,-53.055437
1590,DOLCINÓPOLIS,SÃO PAULO,SP,3514205,-20.123074,-50.513261
1591,DOM AQUINO,MATO GROSSO,MT,5103601,-15.609213,-56.093762
1592,DOM BASÍLIO,BAHIA,BA,2910107,-13.758982,-41.771568
1593,DOM BOSCO,MINAS GERAIS,MG,3122470,-16.741937,-46.302182
1594,DOM CAVATI,MINAS GERAIS,MG,3122504,-19.374167,-42.106667
1595,DOM ELISEU,PARÁ,PA,1502939,-4.199443,-47.824504
1596,DOM EXPEDITO LOPES,PIAUÍ,PI,2203404,-6.959807,-41.646138
1597,DOM FELICIANO,RIO GRANDE DO SUL,RS,4306502,-30.608516,-52.172354
1598,DOM INOCÊNCIO,PIAUÍ,PI,2203453,-9.005158,-41.969733
1599,DOM JOAQUIM,MINAS GERAIS,MG,3122603,-18.967335,-43.255541
1600,DOM MACEDO COSTA,BAHIA,BA,2910206,-12.907806,-39.190587
1601,DOM PEDRITO,RIO GRANDE DO SUL,RS,4306601,-30.983755,-54.674648
1602,DOM PEDRO,MARANHÃO,MA,2103802,-5.038989,-44.437892
1603,DOM PEDRO DE ALCÂNTARA,RIO GRANDE DO SUL,RS,4306551,-29.373069,-49.849331
1604,DOM SILVÉRIO,MINAS GERAIS,MG,3122702,-20.163135,-42.966682
1605,DOM VIÇOSO,MINAS GERAIS,MG,3122801,-22.253416,-45.160332
1606,DOMINGOS MARTINS,ESPÍRITO SANTO,ES,3201902,-20.364648,-40.658580
1607,DOMINGOS MOURÃO,PIAUÍ,PI,2203420,-4.254473,-41.272290
1608,DONA EMMA,SANTA CATARINA,SC,4205100,-26.984940,-49.726514
1609,DONA EUSÉBIA,MINAS GERAIS,MG,3122900,-21.316667,-42.810556
1610,DONA FRANCISCA,RIO GRANDE DO SUL,RS,4306700,-29.560063,-53.352396
1611,DONA INÊS,PARAÍBA,PB,2505709,-6.603224,-35.627146
1612,DORES DE CAMPOS,MINAS GERAIS,MG,3123007,-21.107222,-44.022500
1613,DORES DE GUANHÃES,MINAS GERAIS,MG,3123106,-19.058611,-42.926389
1614,DORES DO INDAIÁ,MINAS GERAIS,MG,3123205,-19.463645,-45.601660
1615,DORES DO RIO PRETO,ESPÍRITO SANTO,ES,3202009,-20.685647,-41.817604
1616,DORES DO TURVO,MINAS GERAIS,MG,3123304,-20.975278,-43.188889
1617,DORESÓPOLIS,MINAS GERAIS,MG,3123403,-20.287222,-45.903056
1618,DORMENTES,PERNAMBUCO,PE,2605152,-8.441163,-40.766168
1619,DOURADINA,PARANÁ,PR,4107256,-23.384733,-53.293299
1620,DOURADINA,MATO GROSSO DO SUL,MS,5003504,-22.040281,-54.611829
1621,DOURADO,SÃO PAULO,SP,3514304,-22.112464,-48.315108
1622,DOURADOQUARA,MINAS GERAIS,MG,3123502,-18.431062,-47.608269
1623,DOURADOS,MATO GROSSO DO SUL,MS,5003702,-22.220614,-54.812208
1624,DOUTOR CAMARGO,PARANÁ,PR,4107306,-23.557561,-52.218555
1625,DOUTOR MAURÍCIO CARDOSO,RIO GRANDE DO SUL,RS,4306734,-27.506726,-54.362676
1626,DOUTOR PEDRINHO,SANTA CATARINA,SC,4205159,-26.716408,-49.482726
1627,DOUTOR RICARDO,RIO GRANDE DO SUL,RS,4306759,-29.086515,-51.976583
1628,DOUTOR SEVERIANO,RIO GRANDE DO NORTE,RN,2403202,-6.094834,-38.374800
1629,DOUTOR ULYSSES,PARANÁ,PR,4128633,-24.567332,-49.420076
1630,DOVERLÂNDIA,GOIÁS,GO,5207253,-16.721100,-52.313810
1631,DRACENA,SÃO PAULO,SP,3514403,-21.484311,-51.535034
1632,DUARTINA,SÃO PAULO,SP,3514502,-22.414562,-49.408355
1633,DUAS BARRAS,RIO DE JANEIRO,RJ,3301603,-22.052252,-42.519470
1634,DUAS ESTRADAS,PARAÍBA,PB,2505808,-6.688338,-35.417525
1635,DUERÉ,TOCANTINS,TO,1707306,-11.341631,-49.271566
1636,DUMONT,SÃO PAULO,SP,3514601,-21.239142,-47.974766
1637,DUQUE BACELAR,MARANHÃO,MA,2103901,-4.151240,-42.945053
1638,DUQUE DE CAXIAS,RIO DE JANEIRO,RJ,3301702,-22.789622,-43.309929
1639,DURANDÉ,MINAS GERAIS,MG,3123528,-20.203611,-41.798055
1640,ECHAPORÃ,SÃO PAULO,SP,3514700,-22.432585,-50.203769
1641,ECOPORANGA,ESPÍRITO SANTO,ES,3202108,-18.372092,-40.832135
1642,EDEALINA,GOIÁS,GO,5207352,-17.423942,-49.664401
1643,EDÉIA,GOIÁS,GO,5207402,-17.340725,-49.929235
1644,EIRUNEPÉ,AMAZONAS,AM,1301407,-6.656765,-69.866161
1645,ELDORADO,SÃO PAULO,SP,3514809,-24.397231,-48.121248
1646,ELDORADO,MATO GROSSO DO SUL,MS,5003751,-23.781943,-54.289244
1647,ELDORADO DO CARAJÁS,PARÁ,PA,1502954,-6.117131,-49.258271
1648,ELDORADO DO SUL,RIO GRANDE DO SUL,RS,4306767,-29.998464,-51.309198
1649,ELESBÃO VELOSO,PIAUÍ,PI,2203503,-6.203943,-42.138284
1650,ELIAS FAUSTO,SÃO PAULO,SP,3514908,-23.074633,-47.375185
1651,ELISEU MARTINS,PIAUÍ,PI,2203602,-8.096581,-43.665777
1652,ELISIÁRIO,SÃO PAULO,SP,3514924,-21.167339,-49.111101
1653,ELÍSIO MEDRADO,BAHIA,BA,2910305,-12.946982,-39.520431
1654,ELÓI MENDES,MINAS GERAIS,MG,3123601,-21.609406,-45.565399
1655,EMAS,PARAÍBA,PB,2505907,-7.107145,-37.715558
1656,EMBAÚBA,SÃO PAULO,SP,3514957,-20.981951,-48.837455
1657,EMBU DAS ARTES,SÃO PAULO,SP,3515004,-23.649529,-46.852850
1658,EMBU-GUAÇU,SÃO PAULO,SP,3515103,-23.831800,-46.815620
1659,EMILIANÓPOLIS,SÃO PAULO,SP,3515129,-21.831436,-51.483168
1660,ENCANTADO,RIO GRANDE DO SUL,RS,4306809,-29.239768,-51.876241
1661,ENCANTO,RIO GRANDE DO NORTE,RN,2403301,-6.110748,-38.305095
1662,ENCRUZILHADA,BAHIA,BA,2910404,-15.532211,-40.907249
1663,ENCRUZILHADA DO SUL,RIO GRANDE DO SUL,RS,4306908,-30.536193,-52.515647
1664,ENÉAS MARQUES,PARANÁ,PR,4107405,-25.943558,-53.163754
1665,ENGENHEIRO BELTRÃO,PARANÁ,PR,4107504,-23.799600,-52.259268
1666,ENGENHEIRO CALDAS,MINAS GERAIS,MG,3123700,-19.201389,-42.046944
1667,ENGENHEIRO COELHO,SÃO PAULO,SP,3515152,-22.478000,-47.201500
1668,ENGENHEIRO NAVARRO,MINAS GERAIS,MG,3123809,-17.283137,-43.949679
1669,ENGENHEIRO PAULO DE FRONTIN,RIO DE JANEIRO,RJ,3301801,-22.550456,-43.678340
1670,ENGENHO VELHO,RIO GRANDE DO SUL,RS,4306924,-27.678319,-52.903841
1671,ENTRE FOLHAS,MINAS GERAIS,MG,3123858,-19.625930,-42.232133
1672,ENTRE RIOS,BAHIA,BA,2910503,-11.942374,-38.083698
1673,ENTRE RIOS,SANTA CATARINA,SC,4205175,-26.723646,-52.563844
1674,ENTRE RIOS DE MINAS,MINAS GERAIS,MG,3123908,-20.670834,-44.065556
1675,ENTRE RIOS DO OESTE,PARANÁ,PR,4107538,-24.700210,-54.244823
1676,ENTRE RIOS DO SUL,RIO GRANDE DO SUL,RS,4306957,-27.512820,-52.725446
1677,ENTRE-IJUÍS,RIO GRANDE DO SUL,RS,4306932,-28.361628,-54.267002
1678,ENVIRA,AMAZONAS,AM,1301506,-7.437889,-70.028143
1679,EPITACIOLÂNDIA,ACRE,AC,1200252,-11.028944,-68.741152
1680,EQUADOR,RIO GRANDE DO NORTE,RN,2403400,-6.890714,-36.664472
1681,EREBANGO,RIO GRANDE DO SUL,RS,4306973,-27.854271,-52.302927
1682,ERECHIM,RIO GRANDE DO SUL,RS,4307005,-27.635014,-52.273729
1683,ERERÊ,CEARÁ,CE,2304277,-6.031130,-38.348217
1684,ÉRICO CARDOSO,BAHIA,BA,2900504,-13.419162,-42.138149
1685,ERMO,SANTA CATARINA,SC,4205191,-28.986083,-49.642898
1686,ERNESTINA,RIO GRANDE DO SUL,RS,4307054,-28.498434,-52.570245
1687,ERVAL GRANDE,RIO GRANDE DO SUL,RS,4307203,-27.391031,-52.570803
1688,ERVAL SECO,RIO GRANDE DO SUL,RS,4307302,-27.547132,-53.510389
1689,ERVAL VELHO,SANTA CATARINA,SC,4205209,-27.274321,-51.442990
1690,ERVÁLIA,MINAS GERAIS,MG,3124005,-20.840016,-42.653352
1691,ESCADA,PERNAMBUCO,PE,2605202,-8.359407,-35.223268
1692,ESMERALDA,RIO GRANDE DO SUL,RS,4307401,-28.059351,-51.161220
1693,ESMERALDAS,MINAS GERAIS,MG,3124104,-19.761311,-44.314594
1694,ESPERA FELIZ,MINAS GERAIS,MG,3124203,-20.649419,-41.908069
1695,ESPERANÇA,PARAÍBA,PB,2506004,-7.018517,-35.852193
1696,ESPERANÇA DO SUL,RIO GRANDE DO SUL,RS,4307450,-27.361744,-53.990974
1697,ESPERANÇA NOVA,PARANÁ,PR,4107520,-23.724613,-53.810517
1698,ESPERANTINA,TOCANTINS,TO,1707405,-5.365823,-48.536818
1699,ESPERANTINA,PIAUÍ,PI,2203701,-3.888631,-42.232422
1700,ESPERANTINÓPOLIS,MARANHÃO,MA,2104008,-4.875187,-44.880103
1701,ESPIGÃO ALTO DO IGUAÇU,PARANÁ,PR,4107546,-25.422373,-52.837641
1702,ESPIGÃO D'OESTE,RONDÔNIA,RO,1100098,-11.532175,-61.013093
1703,ESPINOSA,MINAS GERAIS,MG,3124302,-14.923201,-42.809334
1704,ESPÍRITO SANTO,RIO GRANDE DO NORTE,RN,2403509,-6.298500,-35.299793
1705,ESPÍRITO SANTO DO DOURADO,MINAS GERAIS,MG,3124401,-22.046666,-45.950833
1706,ESPÍRITO SANTO DO PINHAL,SÃO PAULO,SP,3515186,-22.192000,-46.785314
1707,ESPÍRITO SANTO DO TURVO,SÃO PAULO,SP,3515194,-22.661000,-49.422679
1708,ESPLANADA,BAHIA,BA,2910602,-11.800614,-37.945300
1709,ESPUMOSO,RIO GRANDE DO SUL,RS,4307500,-28.725696,-52.845375
1710,ESTAÇÃO,RIO GRANDE DO SUL,RS,4307559,-27.913548,-52.263610
1711,ESTÂNCIA,SERGIPE,SE,2802106,-11.268225,-37.437834
1712,ESTÂNCIA VELHA,RIO GRANDE DO SUL,RS,4307609,-29.652967,-51.171969
1713,ESTEIO,RIO GRANDE DO SUL,RS,4307708,-29.851163,-51.177885
1714,ESTIVA,MINAS GERAIS,MG,3124500,-22.463869,-46.018210
1715,ESTIVA GERBI,SÃO PAULO,SP,3557303,-22.238000,-46.938598
1716,ESTREITO,MARANHÃO,MA,2104057,-6.558302,-47.443221
1717,ESTRELA,RIO GRANDE DO SUL,RS,4307807,-29.501054,-51.962226
1718,ESTRELA DALVA,MINAS GERAIS,MG,3124609,-21.741666,-42.460833
1719,ESTRELA DE ALAGOAS,ALAGOAS,AL,2702553,-9.389458,-36.773596
1720,ESTRELA DO INDAIÁ,MINAS GERAIS,MG,3124708,-19.522500,-45.787500
1721,ESTRELA DO NORTE,SÃO PAULO,SP,3515301,-22.484500,-51.665550
1722,ESTRELA DO NORTE,GOIÁS,GO,5207501,-13.868766,-49.069055
1723,ESTRELA DO SUL,MINAS GERAIS,MG,3124807,-18.742050,-47.690074
1724,ESTRELA D'OESTE,SÃO PAULO,SP,3515202,-20.248000,-50.409936
1725,ESTRELA VELHA,RIO GRANDE DO SUL,RS,4307815,-29.180631,-53.161918
1726,EUCLIDES DA CUNHA,BAHIA,BA,2910701,-10.506083,-39.012987
1727,EUCLIDES DA CUNHA PAULISTA,SÃO PAULO,SP,3515350,-22.554520,-52.592779
1728,EUGÊNIO DE CASTRO,RIO GRANDE DO SUL,RS,4307831,-28.578133,-54.243571
1729,EUGENÓPOLIS,MINAS GERAIS,MG,3124906,-21.096816,-42.185098
1730,EUNÁPOLIS,BAHIA,BA,2910727,-16.372241,-39.575704
1731,EUSÉBIO,CEARÁ,CE,2304285,-3.888984,-38.454658
1732,EWBANK DA CÂMARA,MINAS GERAIS,MG,3125002,-21.551389,-43.509722
