tweets,sentimento
"O fórum tá tipo vazio, numa hora fui a mil lojas e gastei mil euros :(",Negativo
@SBTsc o debate vai estar disponível pra assistir em algum lugar? não pude assistir ao vivo :(,Negativo
@mingfthao eu n vo fica bravo eu vo fica furioso &gt;:(((((((,Negativo
ai porra to surtada com esse filme ele eh mt amooooor :(((,Negativo
Quero mais uma tattoo mas não to sabendo economizar :((((,Negativo
Que saudade da escola :(,Negativo
o meu amor tá chegando e eu nem sei lidar :(,Negativo
nao gostei dela em 1000% ficou mt apagada coitada :(,Negativo
tô apaixonada por goodnight n go :(,Negativo
"#DetestoQuandoFalam que ler é inútil, que escrever/falar corretamente não é importante :( https://t.co/Ha5Mz5peJD",Negativo
Nunca mais é hora de sair o The last of us 2 :(,Negativo
Felicidade acaba a semana agora mas tem planejamento :(,Negativo
hoje era pra ser aniversário do meu vô materno e amanhã do vô paterno :(,Negativo
eu só queria passar o fim de semana com ele :(,Negativo
"Eu to morrendo de saudades do meu cara pálida, preciso voltar pra Cuiabá :(",Negativo
meu deus que saudades :((( https://t.co/kaJtpRMhx9,Negativo
Gostei de um vídeo @YouTube https://t.co/I6LamreRbH mal :( - esse vídeo vai ser deletado depois,Negativo
"@MrLookDEV Nossa :( eu vou sair hoje otaro, chupa",Negativo
ai mano :(,Negativo
"@diu_st estragou sim,, tá td fora d contexto, as falas/vozes. e fica passando meio q por partes, corta d uma e vai p outra tipo nd vê :(",Negativo
"Mandei um áudio de bom dia super animada pra dois squad, nenhum respondeu :((",Negativo
ai queria tanto ganhar o cd do harry :(,Negativo
@FernandoSchiano Di Plácido :(,Negativo
"@mikaellyns dessas ai eu vejo stranger things, got, black sails (que eu ainda não terminei). também to esperando Mayans Mc kkkkkk preciso de lembretes para stranger things :(",Negativo
@augustodudi @aya_huask Já dei rolê esse mes. sem grana pra roles extras. :(,Negativo
"amigos deem like no clipe novo da Pabllo no youtube pfvr, não aguento a quantidade alta de dislike por causa dos haters :(",Negativo
queria ter disposicao pra ser magra :(,Negativo
fora que o festival toda agora é puro burguês safado indo ao pra tirar foto nem sabe quem tá no festival deus me dibre mas quero ir mesmo assim :((((,Negativo
"@coutjinho Que amorzinho!! Haha boa sorte nessas aulinhas, vão ser otimas! Pena já não ter ninguém para pedir a borracha :( good luck darling",Negativo
"ontem eu tava comentando que precisava sobreviver com 134 reais até dia 1, dai eu resolvi ir pro bar..... pois é né cabô :(",Negativo
@balahalzz @whindersson Eu também :(,Negativo
@jeean_sodre Eu tbm :(,Negativo
"percebi que 95% das minhas amizades da faculdade são masculinas, isso é bem triste eu só queria uma amiguinha mulé pra andar junto comigo no recreio :(",Negativo
@soulmatekstore tem até quando pra pagar?? papai disse que ele só vai ter dinheiro no mês que vem :(,Negativo
"@brendarbraga Aí a era começou tão bem :( quando TLIC saiu começou a decair e daqui pra frente puts, é #1 na bubbling under",Negativo
@krenkrger @oDougDutra Acho que só consigo ver vcs terça e quarta :(,Negativo
Não quero ir pro trabalho hoje ein :(,Negativo
@mathheusner apesar de que eu acho que o guerrero e o nico vão ser :(((((((,Negativo
@Daviybm nossa que pena decepcionei vc :((,Negativo
Odeio quando mesmo cheia de vontade de fazer algo o desânimo me vence :(,Negativo
@Itsleonil não dá pra expor isso se não dá azar :(,Negativo
a mão :(((((((( https://t.co/cdBTzTVCt6,Negativo
Só tenho inveja de quem hoje vai ver o Skepta :((,Negativo
"alô @Lojas_Renner, já faz quase1 mês que comprei minha brusinha e ela não chegou ainda na loja, ajuda eu :(",Negativo
"@itsmebenedetto Acho que tô te entendendo. Tipo que tem uma pressão pra ser baseado pesadamente em coisas BR, e não algo mais ~misturado? É bem essa pressão que eu tenho sentido :(",Negativo
"Quero muito comer o suspiro que tem aqui em casa, mas minha mãe falou q ia usar ele para fazer merengue :(((",Negativo
"@bebellamor Mano, skin é mó da hora, para :(",Negativo
"@vera O que?!?!? É uma versão incrível, Verinha :((((",Negativo
Nunca pensei q a vida de adulto seria só pagar boletos :(,Negativo
@robelezaa amiga não aguento aqueles pesos e tenho falta de apetite por conta da ansiedade :(,Negativo
Hj e seu último dia aqui? — Simm :( https://t.co/1i6V7g7N73,Negativo
"Diário de um iludido 15 Eu queria beijar ela hoje, mas minha cabeça não me deixa fazer isso e muito menos ela :(",Negativo
@naominaomichi @falhadoproerd caraio :(,Negativo
@mandybtz Ahh não ele dublou o Van Hohenheim :((((((,Negativo
sdds do meu bb :(,Negativo
Feliz pela notícia e tristíssimo por achar que não vou poder ir :((((( https://t.co/5xByOgDsql,Negativo
Não tento mais tmb :(,Negativo
me dá um medo enorme só de pensar no futuro. fico pensando se realmente vou conseguir o que quero e tudo mais :(,Negativo
"@giovannibassi @oclaudiobr Falando em almoço, fiquei sem :(",Negativo
@cynthiavilaa Que mala onda. :(,Negativo
recebi vaga de emprego no museu de arte moderna mas não era estágio :(,Negativo
@againteresting desculpa mas infelizmente é real :(,Negativo
@oasistrash eu queria q tu recuperasse tua conta tb :((((,Negativo
"eu só queria ter um pouquinho de dinheiro, pra comprar quantos tênis eu quisesse :(((((((",Negativo
"@dragoesgaragem @TabataBohlen Eu sei que muitas vezes rolam os clássicos, mas outro dia estava ouvindo e pensei ""porra! Que música legal..."" Aí fui pesquisar e não achei :-(",Negativo
"@944JB @899HS Iti, muito obrigado, xuxuzinho :(",Negativo
você é muito importante e jamais se esqueça disso — :( você é pra mim https://t.co/hSQdEfzd6h,Negativo
Queria msm é ir na projeto X amanhã mas n vai da :(( ai deus,Negativo
@gabriel_veriss drxxx né as pessoas hoje em dia são tão malvadas :(,Negativo
"@dudxsc @xxmandf votei váriasss vezes e espero de coração que ele fique muito feliz quando souber do resultado, futebol é assim mesmo, mas ninguém merece tanta pressão, principalmente uma criança de 9 anos :((",Negativo
"Você eh incrível e eu te amo, queria receber mais seus textinhos na mesa :((( — oi linda, também te amo me chama no zap sz https://t.co/bGVQSeP73w",Negativo
"às vezes eu sei que parece que a vida conspira contra nós, mas eu prometo que tudo vai melhorar e eu estarei aqui para te ajudar — ai meu amor :(( obrigada por tudo https://t.co/QSrMNFAUVK",Negativo
"@fuckedsolace Aff, não é :(",Negativo
@anne_soares19 nao sou muito de ler :(,Negativo
"sono, cansaço, dores :(",Negativo
To com dor no rim :(,Negativo
"Ano passado a Phoenix lançou CD e eu nem vi :( E o melhor é que o trabalho dos caras ficou triii massa, misturando italiano com inglês e batidas bem gostosinhas. Lá vou eu agora ouvir até enjoar.",Negativo
@sugaswagwl obrigada meu anjo :(((( aposto que você é maravilhosa também,Negativo
@ixiescapooh Aaaaa :( é pq é um bobo mas p mim é importante pq to pobre jkkkk,Negativo
@Madducsferreir pra cicatrizar é um cu :(,Negativo
Não tem nada mais triste que. Colocar leite no copo e ver que não tem Nescau :(,Negativo
@mandycpinheiro eu nunca fiz parte da família 013 :( foi tudo um delírio,Negativo
eu n aguento mais não conseguir me matricular na pós :(,Negativo
O que vai fazer no final de semana? — Estudar :( https://t.co/WWS7DgMOU7,Negativo
"@follow_1purpose hahahah não vou deixar de ouvir por isso não, só deu uma desanimada ver tanto comentário negativo :( mas eu tenho um gosto bem estranho pra música VAI QUE EU GOSTO, além de tudo eu amei no tears e god is a woman então vamos ver",Negativo
@assimdisseojoao Infelizmente nossa seleção virou balcão de negócios :(,Negativo
"@JoaooStifleer Kkkkkkkkkkkkkk vc não vai entender, mas é triste :(((((",Negativo
"@fla_inacio Vc assiste tudo que te indicam ? Eu tenho a mania feia de amar indicação, e acabar não vendo :(",Negativo
@Directionerzin_ @LegendsOfDms Banznxnnas Me escolhe :(,Negativo
gente eu to enjoada demais :(,Negativo
ela ta chorando???????? meu deus :(,Negativo
@laary_limaa :( vamo chorar,Negativo
Gostei de um vídeo @YouTube https://t.co/sa9GwFa0Py mal :( - esse vídeo vai ser deletado depois,Negativo
sdd dele :(,Negativo
"@luucasalves Meus pêsames, querido :(",Negativo
@Directionerzin_ @LegendsOfDms Lqpsodoqsd Me escolhe :(,Negativo
ai gnt falar de manchester destroi minha filha tadinha :(,Negativo
eu e a nina perdemos foguinho to mt triste :(,Negativo
@m_fefa Eu não consegui ir :(,Negativo
ariana tá chorando naaaaaaao :((((,Negativo
Gostei de um vídeo @YouTube https://t.co/0Bs3UklOjT NEM COMEMORAR ESSA VITÓRIA :(,Negativo
@NathanRamsF Minha mãe deu conta de fazerrrr e eu não :(,Negativo
"lançou Para todos os garotos que ja amei, queria tanto assistir com a camila :(((",Negativo
@renatol1ma_ e antes não era? :(,Negativo
@Rafarel_o kkkkkkk ela desceu antes :(,Negativo
@BixaPraSempre cada ano eu fico mais triste :(,Negativo
Pqeq o Telles n foi convocado? :(,Negativo
"aiii queria um açaí , uma batata turbinada , umas pizzas é pedir muito ?? :(",Negativo
"@delucca geralmente a depressão é filha da ansiedade, né. mas é o pior combo possível. inclusive não aguento mais :(",Negativo
Preciso de dinheiro pra pagar passagem amanhã :( alguém me empresta um cartãoooooo,Negativo
@izagmuniz olha esse nenem cara https://t.co/ANwxnrf7Nw :(,Negativo
' Gente que saudade do meu namorado! :(,Negativo
ariana chorou :(,Negativo
@Directionerzin_ @LegendsOfDms Bskskskz Me escolhe :(,Negativo
@kelvxa Da uma chance pra me beija com raiva :(,Negativo
@Directionerzin_ @LegendsOfDms Msmzmmxams Me escolhe :(,Negativo
ai gente to me sentindo ainda super disfuncional e ficando super pessimista com esse fc mas to amando tanto :(,Negativo
Não queria ir pra aula hoje :(,Negativo
aí gente eu tô muito triste e com muito medo de não conseguir ir no show do Wesley e olha que nem saiu as datas ainda :((,Negativo
"@Yzzarch :( o hand é mais INTENSO, amiga, eh só isso :( mas quinta ja to de voltaaa",Negativo
@Directionerzin_ @LegendsOfDms Bbzjxnsnz x Me escolhe :(,Negativo
"tava querendo chorar, ainda to mas é de amor agora :(",Negativo
@WS94N Perdoa eu Oppa :(,Negativo
@dora_ganzaroli eu só queria o fandom unido de volta :(,Negativo
@prettyeojin no ranking normal sabe sem a adição dos 130 para a equipe vencedora ela ficou em #30 mia :(,Negativo
"@thyagoada @TabataBohlen Ah, achamos q fosse playlist de vídeos. Bom, podemos levantar essa bola pq tb não é aproveita vez q ouvimos isso, mas temos medo de direitos autorais :( @ThiagoMiro como fica essa questão?",Negativo
"@iLariLarieM fiquei com vontade também, mas moro no interior de são paulooo :(",Negativo
@vania_ver ô meu xuxuzim :( vontade de te abraçar p smp e tacar fogo nesse ser humano,Negativo
"@Kwon88JYong :( te amo, sdds e feliz aniversário https://t.co/ptwiFoFGhe",Negativo
Como é que é possivel ainda estar apaixonada por ti ? Ainda agora vi uma notificação onde apareceu o teu nome e o meu coração até parou... :(,Negativo
@g0ulaarte ss so n torna ngm especial :(,Negativo
por favorzinho inho inho inho :( https://t.co/1R5bOaglml,Negativo
Em respeito ao meu vizinho fazendo obra aqui do lado da minha parede hoje não vai rolar live :( Mas #ForTheHorde,Negativo
"@DudinhaStock infelizmente não, queria :(((",Negativo
"@IsabelaaFreitas parece a mão da bisa, @4rabell :( 💖",Negativo
@carmenbrgs vrdd :( foda q eh caro p cacete,Negativo
"@veiber15 @bearabelo afff, voces me odeia mesmo :((((",Negativo
@luanapalooza parece que o meme mudou :(,Negativo
@venusinfleursss Mano fds o teu alargador é bue lindo :(,Negativo
"@alanapaiva_6 ai, eu tbm :(",Negativo
ela ta falando de manchester e chorando :( https://t.co/uYIz2Lyas8,Negativo
@_matteocatelli meu coração chora e pede mudança :(,Negativo
aish me deu vontade de agora de tomar açai :(((,Negativo
Mas será k nng fala cmg :(,Negativo
"Achei que ia te ver no desfile :( — Não vou, vou ficar em casa https://t.co/XbqmivOPva",Negativo
@CeciliaBez @amandacruzz_ Ain boy que sdds daquele dia :((,Negativo
@xuxuxuler minha mãe deu teta pra minha irmã até os 7 e pra mim até os 8 pq ela não sabe dizer não kkkk tadinha :( hoje em dia somos mutantes,Negativo
@xixiliax :((( eu fico triste e puta tenho ódio pq ja aconteceu de eu perder bolsa pra uma pessoa q só ia pra aula de carro bicho,Negativo
"gente eu amo muito minha ex namoral, msm com td a gente ainda é amiga ela me fala coisas lindas, so sei sentir sdd dos tempos antigos, coração chega aperta :(",Negativo
@PokemonGOHubNet Uma pena que já tem o bug da configuração que trava o jogo :(,Negativo
esperei muito por aquela semana e não vou cá estar!!!:(,Negativo
Odeio recusar convites p fzr algma coisa e depois arrepender m :(,Negativo
"@ch1slu True Detective é a melhor que existe, pena que n tem na Netflix :(",Negativo
Meu wpp n ta pegando cm essa internet aq :((((((,Negativo
@miIatears ai cara :(( tadinha da minha bichinha pqp,Negativo
@Diogomcf26 Vou :( OK PORQUE É QUE MUDASTE DE AVA DURANTE A CONVERSA? ESTOU A RIR MUITO HAHAHHA,Negativo
desistindo da vida :(,Negativo
"@bjorkdocerrado @s Eu tbm às vezes acho que é por seguir gente demais, mas eu já testei e saí com a impressão de que o Twitter come um pessoal da minha tl :(",Negativo
"@Majubs10 @nalicebj lembro muuitooooo , ah q saudade :(((",Negativo
acabou :((((( me dêem azeitona recheadawn,Negativo
perdi quase todos os memes que eu tinha da oned :(,Negativo
Eu só queria um halls de melancia :(,Negativo
"@igoorctg Sei como é :( , quer falar com alguém? Quiser pode chamar no wpp iga1",Negativo
@LojaBolada ainda não recebi Meu minecraft full acesso &gt;:(,Negativo
@_samycastro Eu nunca assisti Harry Potter :(,Negativo
Porra pq eu tinha que ser tão feia? To mt triste :(,Negativo
@noomusn eu tb :( muitas,Negativo
"Essa noite eu tive um sonho tão bom até acordei triste, queria que fosse realidade :(",Negativo
a bichinha chorando por causa do ataque em Manchester :( https://t.co/LT4P61yb5e,Negativo
meu corpo está tão dolorido :(,Negativo
@bwttwrfly Hey oq aconteceu? :(,Negativo
"@nubank O amigo ae do twitter só tem 1 semana d uso e já recebeu aumento...Qual o critério usado então Nubank?! E vcs ainda ostentam na nossa cara quem ganhou aumento... Ai!!! Fico roxinho, mas d ciúmes...:-(",Negativo
e a biblioteca da escola que não abre mais :(,Negativo
queria estar assim :( https://t.co/ilQxq77xeR,Negativo
Quiero que Daehwi canté completo See You Again :( https://t.co/btWc4s2aIf,Negativo
ARIANA MINHA BEBEEE :(,Negativo
Gostei de um vídeo @YouTube https://t.co/Dn1QAQqihv conteúdo :( (na escola :v),Negativo
@eyesjiminie melhoras meu bem :(,Negativo
eu só quero abraçar ela agora :(((,Negativo
os dedinhos do jaebum são tão lindinhos :(,Negativo
"Gabriel Jesus Esta Fora, Marcelo Esta Fora E Miranda Esta Fora :( Foi Excellente Jogador Seleção Brasileira, Queria Gosta Disso Do Tite.",Negativo
meu deus eu te amo tanto :( https://t.co/Q3xWWqoSyg,Negativo
ai fiquei malzao :(,Negativo
@TheLukakuEffect Fabinho is a rb forbrazil :(,Negativo
@srverardi @gabrimoraisxx Não faz assim :((((,Negativo
@kfurinho https://t.co/fP2yDRvGdO essa aqui eu lembro do meu melhor amigo :(,Negativo
certeza que isso vai flopar ninguém vai querer entrar :(,Negativo
@jhennifer_mm @tenoriovn amoga n tenho como fazer em sp agora :( infelizmente mas brigada!!,Negativo
ufes sem luz de novo nao vai dar pra ir trabalhar poxa :(((,Negativo
vi um vídeo agora que me cortou o coração...poxa como tem gente maldosa nesse mundo :(,Negativo
@_ed00 @bruno132 @martinoia_ Bah infelizmente eu tenho inúmeros talentos mas o reaper não é um deles :(,Negativo
ele é sempre quietinho nas lives mas hoje parecia que ele não tava bem mesmo :( espero que esteja tudo bem com ele,Negativo
Porque a Hailey está apagando as fotos do ig assim ? :(,Negativo
Mas como não se pode ter tudo a financeira tá uma merda hahahah ia fazer uma tattoo e quando fui ver tinha menos dinheiro do que pensava :(((,Negativo
eu te amo tanto :(( https://t.co/Z8HTb3Rqvf,Negativo
To mt mal :((((( sefodeeee,Negativo
@blankspacs ai por deus :((,Negativo
"Estava super quentinho embaixo das cobertas, porque preciso sair ???? :(",Negativo
@vwithope iti malia mais um neném :(,Negativo
alguém? :( https://t.co/hUshnZcG3k,Negativo
@sofiaferr_ é a uma quarta :(,Negativo
EU QUERIA ESSES GATOS P MIM :((((,Negativo
"Galera vca podem postar mt meme autista ai pfvr, tô triste :(",Negativo
"@wintersolji iti bebê :(( não te dei unf não, não fica bolada https://t.co/6Bdfhk918g",Negativo
@rodrigosauce Não me abandone no role de hoje em vão :(,Negativo
só queria ir nesse show :(,Negativo
"@RaffaFialho Eita! Eu ainda pensei em ir, desculpa, ia passar vergonha :(",Negativo
eu amo o nana demais :(,Negativo
é um anjo :( https://t.co/IesJ5e94s3,Negativo
@juhnobre1 Hoje foi o dia que relaxei menos :(,Negativo
"@IsaGontijo13 Kkkkkkk vai uai, eu aqui longe e não posso ir :(",Negativo
@camessb SAIU HOJE eu ate acordei cedo pra ver e to morrendo é uma fofura só :(((,Negativo
